domain,case_or_scenario,service,control_id,surface,label,action,required_profile,success_state,blocked_state,audit_event
PASS_TRANSMISSION,PT-009,Pass Transmission,QUESTION_SUBMIT,QA,Créer la question,SUBMIT_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-009,Pass Transmission,QUESTION_TEXT_INPUT,QA,Texte de la question,INPUT_TEXT,AUTHORIZED,DRAFT_UPDATED,,QUESTION_TEXT_CHANGED
PASS_TRANSMISSION,PT-010,Pass Transmission,TAB_OVERVIEW,DEAL_DETAIL,Aperçu,SHOW_TAB,GUEST,TAB_OVERVIEW,,TAB_VIEWED
PASS_TRANSMISSION,PT-010,Pass Transmission,TAB_FINANCIALS,DEAL_DETAIL,Données financières,SHOW_TAB,AUTHORIZED,TAB_FINANCIALS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-010,Pass Transmission,TAB_TRANSACTION,DEAL_DETAIL,Transaction,SHOW_TAB,AUTHORIZED,TAB_TRANSACTION,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-010,Pass Transmission,TAB_RISKS,DEAL_DETAIL,Risques,SHOW_TAB,AUTHORIZED,TAB_RISKS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-010,Pass Transmission,TAB_DOCUMENTS,DEAL_DETAIL,Documents,SHOW_TAB,AUTHORIZED,TAB_DOCUMENTS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-010,Pass Transmission,TAB_QA,DEAL_DETAIL,Q&R,SHOW_TAB,AUTHORIZED,TAB_QA,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-010,Pass Transmission,OPEN_VDR,DEAL_DETAIL,Ouvrir la VDR,OPEN_VDR,AUTHORIZED,VDR_HOME,,VDR_OPEN_ATTEMPT
PASS_TRANSMISSION,PT-010,Pass Transmission,TOGGLE_FAVORITE,DEAL_DETAIL,Favoris,TOGGLE_FAVORITE,GUEST,FAVORITE_UPDATED,,FAVORITE_UPDATED
PASS_TRANSMISSION,PT-010,Pass Transmission,CONTACT_SELLER,DEAL_DETAIL,Contacter le cédant,REQUEST_CONTACT,AUTHORIZED,CONTACT_REQUESTED,,CONTACT_REQUEST_CREATED
PASS_TRANSMISSION,PT-010,Pass Transmission,EXPRESS_INTEREST,TRANSACTION,Manifester mon intérêt,EXPRESS_INTEREST,QUALIFIED,INTEREST_RECORDED,,INTEREST_RECORDED
PASS_TRANSMISSION,PT-010,Pass Transmission,REQUEST_MEETING,TRANSACTION,Demander une réunion management,REQUEST_MEETING,AUTHORIZED,MEETING_REQUESTED,,MEETING_REQUESTED
PASS_TRANSMISSION,PT-010,Pass Transmission,OPEN_DOCUMENT,DOCUMENTS,Ouvrir,OPEN_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-010,Pass Transmission,DOWNLOAD_DOCUMENT,VDR,Télécharger,DOWNLOAD_DOCUMENT,AUTHORIZED,DOWNLOAD_ALLOWED,DOWNLOAD_BLOCKED,DOWNLOAD_ATTEMPT
PASS_TRANSMISSION,PT-010,Pass Transmission,ASK_QUESTION,QA,Poser une question,ASK_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-010,Pass Transmission,DEV_SET_PROFILE,DEV_TOOLS,Profil d’accès,SET_PROFILE,GUEST,PROFILE_CHANGED,,DEV_PROFILE_CHANGED
PASS_TRANSMISSION,PT-010,Pass Transmission,NAV_OPPORTUNITIES,GLOBAL_NAV,Entreprises à céder,NAVIGATE_REFERENCE,GUEST,TAB_OVERVIEW,,NAVIGATION
PASS_TRANSMISSION,PT-010,Pass Transmission,NAV_BUYERS,GLOBAL_NAV,Repreneurs,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-010,Pass Transmission,NAV_SERVICES,GLOBAL_NAV,Services,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-010,Pass Transmission,NAV_RESOURCES,GLOBAL_NAV,Ressources,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-010,Pass Transmission,NAV_ABOUT,GLOBAL_NAV,À propos,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-010,Pass Transmission,BACK_TO_OPPORTUNITIES,DEAL_DETAIL,Retour aux opportunités,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-010,Pass Transmission,DOCUMENT_SEARCH,DOCUMENTS,Rechercher un document,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-010,Pass Transmission,DOCUMENT_FOLDER_FILTER,DOCUMENTS,Filtrer par dossier,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-010,Pass Transmission,QA_STATUS_FILTER,QA,Filtrer les Q&R,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-010,Pass Transmission,VDR_BACK,VDR,Retour au dossier,CLOSE_VDR,AUTHORIZED,TAB_OVERVIEW,,VDR_CLOSED
PASS_TRANSMISSION,PT-010,Pass Transmission,VDR_SEARCH,VDR,Rechercher dans la VDR,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-010,Pass Transmission,VDR_SELECT_FOLDER,VDR,Sélectionner un dossier,SELECT_FOLDER,AUTHORIZED,VDR_FOLDER_SELECTED,,VDR_FOLDER_SELECTED
PASS_TRANSMISSION,PT-010,Pass Transmission,VDR_SELECT_DOCUMENT,VDR,Sélectionner un document,SELECT_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-010,Pass Transmission,MODAL_CLOSE,MODAL,Fermer,CLOSE_MODAL,GUEST,MODAL_CLOSED,,MODAL_CLOSED
PASS_TRANSMISSION,PT-010,Pass Transmission,QUESTION_SUBMIT,QA,Créer la question,SUBMIT_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-010,Pass Transmission,QUESTION_TEXT_INPUT,QA,Texte de la question,INPUT_TEXT,AUTHORIZED,DRAFT_UPDATED,,QUESTION_TEXT_CHANGED
PASS_TRANSMISSION,PT-011,Pass Transmission,TAB_OVERVIEW,DEAL_DETAIL,Aperçu,SHOW_TAB,GUEST,TAB_OVERVIEW,,TAB_VIEWED
PASS_TRANSMISSION,PT-011,Pass Transmission,TAB_FINANCIALS,DEAL_DETAIL,Données financières,SHOW_TAB,AUTHORIZED,TAB_FINANCIALS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-011,Pass Transmission,TAB_TRANSACTION,DEAL_DETAIL,Transaction,SHOW_TAB,AUTHORIZED,TAB_TRANSACTION,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-011,Pass Transmission,TAB_RISKS,DEAL_DETAIL,Risques,SHOW_TAB,AUTHORIZED,TAB_RISKS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-011,Pass Transmission,TAB_DOCUMENTS,DEAL_DETAIL,Documents,SHOW_TAB,AUTHORIZED,TAB_DOCUMENTS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-011,Pass Transmission,TAB_QA,DEAL_DETAIL,Q&R,SHOW_TAB,AUTHORIZED,TAB_QA,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-011,Pass Transmission,OPEN_VDR,DEAL_DETAIL,Ouvrir la VDR,OPEN_VDR,AUTHORIZED,VDR_HOME,,VDR_OPEN_ATTEMPT
PASS_TRANSMISSION,PT-011,Pass Transmission,TOGGLE_FAVORITE,DEAL_DETAIL,Favoris,TOGGLE_FAVORITE,GUEST,FAVORITE_UPDATED,,FAVORITE_UPDATED
PASS_TRANSMISSION,PT-011,Pass Transmission,CONTACT_SELLER,DEAL_DETAIL,Contacter le cédant,REQUEST_CONTACT,AUTHORIZED,CONTACT_REQUESTED,,CONTACT_REQUEST_CREATED
PASS_TRANSMISSION,PT-011,Pass Transmission,EXPRESS_INTEREST,TRANSACTION,Manifester mon intérêt,EXPRESS_INTEREST,QUALIFIED,INTEREST_RECORDED,,INTEREST_RECORDED
PASS_TRANSMISSION,PT-011,Pass Transmission,REQUEST_MEETING,TRANSACTION,Demander une réunion management,REQUEST_MEETING,AUTHORIZED,MEETING_REQUESTED,,MEETING_REQUESTED
PASS_TRANSMISSION,PT-011,Pass Transmission,OPEN_DOCUMENT,DOCUMENTS,Ouvrir,OPEN_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-011,Pass Transmission,DOWNLOAD_DOCUMENT,VDR,Télécharger,DOWNLOAD_DOCUMENT,AUTHORIZED,DOWNLOAD_ALLOWED,DOWNLOAD_BLOCKED,DOWNLOAD_ATTEMPT
PASS_TRANSMISSION,PT-011,Pass Transmission,ASK_QUESTION,QA,Poser une question,ASK_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-011,Pass Transmission,DEV_SET_PROFILE,DEV_TOOLS,Profil d’accès,SET_PROFILE,GUEST,PROFILE_CHANGED,,DEV_PROFILE_CHANGED
PASS_TRANSMISSION,PT-011,Pass Transmission,NAV_OPPORTUNITIES,GLOBAL_NAV,Entreprises à céder,NAVIGATE_REFERENCE,GUEST,TAB_OVERVIEW,,NAVIGATION
PASS_TRANSMISSION,PT-011,Pass Transmission,NAV_BUYERS,GLOBAL_NAV,Repreneurs,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-011,Pass Transmission,NAV_SERVICES,GLOBAL_NAV,Services,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-011,Pass Transmission,NAV_RESOURCES,GLOBAL_NAV,Ressources,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-011,Pass Transmission,NAV_ABOUT,GLOBAL_NAV,À propos,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-011,Pass Transmission,BACK_TO_OPPORTUNITIES,DEAL_DETAIL,Retour aux opportunités,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-011,Pass Transmission,DOCUMENT_SEARCH,DOCUMENTS,Rechercher un document,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-011,Pass Transmission,DOCUMENT_FOLDER_FILTER,DOCUMENTS,Filtrer par dossier,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-011,Pass Transmission,QA_STATUS_FILTER,QA,Filtrer les Q&R,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-011,Pass Transmission,VDR_BACK,VDR,Retour au dossier,CLOSE_VDR,AUTHORIZED,TAB_OVERVIEW,,VDR_CLOSED
PASS_TRANSMISSION,PT-011,Pass Transmission,VDR_SEARCH,VDR,Rechercher dans la VDR,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-011,Pass Transmission,VDR_SELECT_FOLDER,VDR,Sélectionner un dossier,SELECT_FOLDER,AUTHORIZED,VDR_FOLDER_SELECTED,,VDR_FOLDER_SELECTED
PASS_TRANSMISSION,PT-011,Pass Transmission,VDR_SELECT_DOCUMENT,VDR,Sélectionner un document,SELECT_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-011,Pass Transmission,MODAL_CLOSE,MODAL,Fermer,CLOSE_MODAL,GUEST,MODAL_CLOSED,,MODAL_CLOSED
PASS_TRANSMISSION,PT-011,Pass Transmission,QUESTION_SUBMIT,QA,Créer la question,SUBMIT_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-011,Pass Transmission,QUESTION_TEXT_INPUT,QA,Texte de la question,INPUT_TEXT,AUTHORIZED,DRAFT_UPDATED,,QUESTION_TEXT_CHANGED
PASS_TRANSMISSION,PT-012,Pass Transmission,TAB_OVERVIEW,DEAL_DETAIL,Aperçu,SHOW_TAB,GUEST,TAB_OVERVIEW,,TAB_VIEWED
PASS_TRANSMISSION,PT-012,Pass Transmission,TAB_FINANCIALS,DEAL_DETAIL,Données financières,SHOW_TAB,AUTHORIZED,TAB_FINANCIALS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-012,Pass Transmission,TAB_TRANSACTION,DEAL_DETAIL,Transaction,SHOW_TAB,AUTHORIZED,TAB_TRANSACTION,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-012,Pass Transmission,TAB_RISKS,DEAL_DETAIL,Risques,SHOW_TAB,AUTHORIZED,TAB_RISKS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-012,Pass Transmission,TAB_DOCUMENTS,DEAL_DETAIL,Documents,SHOW_TAB,AUTHORIZED,TAB_DOCUMENTS,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-012,Pass Transmission,TAB_QA,DEAL_DETAIL,Q&R,SHOW_TAB,AUTHORIZED,TAB_QA,ACCESS_GATE,TAB_VIEWED
PASS_TRANSMISSION,PT-012,Pass Transmission,OPEN_VDR,DEAL_DETAIL,Ouvrir la VDR,OPEN_VDR,AUTHORIZED,VDR_HOME,,VDR_OPEN_ATTEMPT
PASS_TRANSMISSION,PT-012,Pass Transmission,TOGGLE_FAVORITE,DEAL_DETAIL,Favoris,TOGGLE_FAVORITE,GUEST,FAVORITE_UPDATED,,FAVORITE_UPDATED
PASS_TRANSMISSION,PT-012,Pass Transmission,CONTACT_SELLER,DEAL_DETAIL,Contacter le cédant,REQUEST_CONTACT,AUTHORIZED,CONTACT_REQUESTED,,CONTACT_REQUEST_CREATED
PASS_TRANSMISSION,PT-012,Pass Transmission,EXPRESS_INTEREST,TRANSACTION,Manifester mon intérêt,EXPRESS_INTEREST,QUALIFIED,INTEREST_RECORDED,,INTEREST_RECORDED
PASS_TRANSMISSION,PT-012,Pass Transmission,REQUEST_MEETING,TRANSACTION,Demander une réunion management,REQUEST_MEETING,AUTHORIZED,MEETING_REQUESTED,,MEETING_REQUESTED
PASS_TRANSMISSION,PT-012,Pass Transmission,OPEN_DOCUMENT,DOCUMENTS,Ouvrir,OPEN_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-012,Pass Transmission,DOWNLOAD_DOCUMENT,VDR,Télécharger,DOWNLOAD_DOCUMENT,AUTHORIZED,DOWNLOAD_ALLOWED,DOWNLOAD_BLOCKED,DOWNLOAD_ATTEMPT
PASS_TRANSMISSION,PT-012,Pass Transmission,ASK_QUESTION,QA,Poser une question,ASK_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-012,Pass Transmission,DEV_SET_PROFILE,DEV_TOOLS,Profil d’accès,SET_PROFILE,GUEST,PROFILE_CHANGED,,DEV_PROFILE_CHANGED
PASS_TRANSMISSION,PT-012,Pass Transmission,NAV_OPPORTUNITIES,GLOBAL_NAV,Entreprises à céder,NAVIGATE_REFERENCE,GUEST,TAB_OVERVIEW,,NAVIGATION
PASS_TRANSMISSION,PT-012,Pass Transmission,NAV_BUYERS,GLOBAL_NAV,Repreneurs,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-012,Pass Transmission,NAV_SERVICES,GLOBAL_NAV,Services,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-012,Pass Transmission,NAV_RESOURCES,GLOBAL_NAV,Ressources,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-012,Pass Transmission,NAV_ABOUT,GLOBAL_NAV,À propos,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-012,Pass Transmission,BACK_TO_OPPORTUNITIES,DEAL_DETAIL,Retour aux opportunités,OUT_OF_FIXTURE_SCOPE,GUEST,SCOPE_NOTICE,,NAVIGATION
PASS_TRANSMISSION,PT-012,Pass Transmission,DOCUMENT_SEARCH,DOCUMENTS,Rechercher un document,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-012,Pass Transmission,DOCUMENT_FOLDER_FILTER,DOCUMENTS,Filtrer par dossier,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-012,Pass Transmission,QA_STATUS_FILTER,QA,Filtrer les Q&R,FILTER_SELECT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-012,Pass Transmission,VDR_BACK,VDR,Retour au dossier,CLOSE_VDR,AUTHORIZED,TAB_OVERVIEW,,VDR_CLOSED
PASS_TRANSMISSION,PT-012,Pass Transmission,VDR_SEARCH,VDR,Rechercher dans la VDR,FILTER_INPUT,AUTHORIZED,FILTER_APPLIED,,FILTER_APPLIED
PASS_TRANSMISSION,PT-012,Pass Transmission,VDR_SELECT_FOLDER,VDR,Sélectionner un dossier,SELECT_FOLDER,AUTHORIZED,VDR_FOLDER_SELECTED,,VDR_FOLDER_SELECTED
PASS_TRANSMISSION,PT-012,Pass Transmission,VDR_SELECT_DOCUMENT,VDR,Sélectionner un document,SELECT_DOCUMENT,AUTHORIZED,DOCUMENT_VIEWER,,DOCUMENT_VIEWED
PASS_TRANSMISSION,PT-012,Pass Transmission,MODAL_CLOSE,MODAL,Fermer,CLOSE_MODAL,GUEST,MODAL_CLOSED,,MODAL_CLOSED
PASS_TRANSMISSION,PT-012,Pass Transmission,QUESTION_SUBMIT,QA,Créer la question,SUBMIT_QUESTION,AUTHORIZED,QUESTION_CREATED,,QUESTION_CREATED
PASS_TRANSMISSION,PT-012,Pass Transmission,QUESTION_TEXT_INPUT,QA,Texte de la question,INPUT_TEXT,AUTHORIZED,DRAFT_UPDATED,,QUESTION_TEXT_CHANGED
SERVICE_SCENARIO,AR-01,Alerte & Rebond,PRIMARY_ACTION,scenario,Démarrer le diagnostic,START_DIAGNOSTIC,AUTHORIZED_TEST_USER,DIAGNOSTIC_ACTIVE,,AR_START_DIAGNOSTIC
SERVICE_SCENARIO,AR-01,Alerte & Rebond,SECONDARY_ACTION,scenario,Inviter un expert,REQUEST_TURNAROUND_EXPERT,AUTHORIZED_TEST_USER,EXPERT_REQUESTED,,AR_REQUEST_TURNAROUND_EXPERT
SERVICE_SCENARIO,AR-01,Alerte & Rebond,TAB_OVERVIEW,scenario-navigation,Situation,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-01,Alerte & Rebond,TAB_WORKFLOW,scenario-navigation,Parcours,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-01,Alerte & Rebond,TAB_CONTROLS,scenario-navigation,Contrôles & RACI,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-01,Alerte & Rebond,TAB_EVIDENCE,scenario-navigation,Preuves & audit,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-01,Alerte & Rebond,TAB_TESTS,scenario-navigation,Tests dev,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-01,Alerte & Rebond,PROFILE_SWITCH,dev-reference,Profil de test,SWITCH_TEST_PROFILE,DEV_REFERENCE,PROFILE_CHANGED,,PROFILE_CHANGED
SERVICE_SCENARIO,AR-01,Alerte & Rebond,MODAL_CLOSE,modal,Fermer,CLOSE_MODAL,ANY_VISIBLE_USER,MODAL_CLOSED,,MODAL_CLOSED
SERVICE_SCENARIO,AR-02,Alerte & Rebond,PRIMARY_ACTION,scenario,Revoir les habilitations,REVIEW_INVITE_LIST,AUTHORIZED_TEST_USER,INVITE_LIST_REVIEW,,AR_REVIEW_INVITE_LIST
SERVICE_SCENARIO,AR-02,Alerte & Rebond,SECONDARY_ACTION,scenario,Ajouter un document,UPLOAD_CONFIDENTIAL_EVIDENCE,AUTHORIZED_TEST_USER,EVIDENCE_RECEIVED,,AR_UPLOAD_CONFIDENTIAL_EVIDENCE
SERVICE_SCENARIO,AR-02,Alerte & Rebond,TAB_OVERVIEW,scenario-navigation,Situation,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-02,Alerte & Rebond,TAB_WORKFLOW,scenario-navigation,Parcours,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-02,Alerte & Rebond,TAB_CONTROLS,scenario-navigation,Contrôles & RACI,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-02,Alerte & Rebond,TAB_EVIDENCE,scenario-navigation,Preuves & audit,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-02,Alerte & Rebond,TAB_TESTS,scenario-navigation,Tests dev,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-02,Alerte & Rebond,PROFILE_SWITCH,dev-reference,Profil de test,SWITCH_TEST_PROFILE,DEV_REFERENCE,PROFILE_CHANGED,,PROFILE_CHANGED
SERVICE_SCENARIO,AR-02,Alerte & Rebond,MODAL_CLOSE,modal,Fermer,CLOSE_MODAL,ANY_VISIBLE_USER,MODAL_CLOSED,,MODAL_CLOSED
SERVICE_SCENARIO,AR-03,Alerte & Rebond,PRIMARY_ACTION,scenario,Voir les prérequis,OPEN_GATE_REQUIREMENTS,AUTHORIZED_TEST_USER,GATE_REQUIREMENTS,BLOCKED_MANUAL_AGREEMENT_GATE,AR_OPEN_GATE_REQUIREMENTS
SERVICE_SCENARIO,AR-03,Alerte & Rebond,SECONDARY_ACTION,scenario,Déposer l’accord,UPLOAD_AGREEMENT,AUTHORIZED_TEST_USER,AGREEMENT_PENDING_REVIEW,,AR_UPLOAD_AGREEMENT
SERVICE_SCENARIO,AR-03,Alerte & Rebond,TAB_OVERVIEW,scenario-navigation,Situation,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-03,Alerte & Rebond,TAB_WORKFLOW,scenario-navigation,Parcours,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-03,Alerte & Rebond,TAB_CONTROLS,scenario-navigation,Contrôles & RACI,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-03,Alerte & Rebond,TAB_EVIDENCE,scenario-navigation,Preuves & audit,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-03,Alerte & Rebond,TAB_TESTS,scenario-navigation,Tests dev,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,AR-03,Alerte & Rebond,PROFILE_SWITCH,dev-reference,Profil de test,SWITCH_TEST_PROFILE,DEV_REFERENCE,PROFILE_CHANGED,,PROFILE_CHANGED
SERVICE_SCENARIO,AR-03,Alerte & Rebond,MODAL_CLOSE,modal,Fermer,CLOSE_MODAL,ANY_VISIBLE_USER,MODAL_CLOSED,,MODAL_CLOSED
SERVICE_SCENARIO,TAX-01,Conformité & Fiscalité,PRIMARY_ACTION,scenario,Lancer la simulation,RUN_TAX_SIMULATION,AUTHORIZED_TEST_USER,SIMULATION_READY,,TAX_RUN_TAX_SIMULATION
SERVICE_SCENARIO,TAX-01,Conformité & Fiscalité,SECONDARY_ACTION,scenario,Demander un expert,REQUEST_TAX_EXPERT,AUTHORIZED_TEST_USER,EXPERT_REQUESTED,,TAX_REQUEST_TAX_EXPERT
SERVICE_SCENARIO,TAX-01,Conformité & Fiscalité,TAB_OVERVIEW,scenario-navigation,Situation,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,TAX-01,Conformité & Fiscalité,TAB_WORKFLOW,scenario-navigation,Parcours,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,TAX-01,Conformité & Fiscalité,TAB_CONTROLS,scenario-navigation,Contrôles & RACI,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,TAX-01,Conformité & Fiscalité,TAB_EVIDENCE,scenario-navigation,Preuves & audit,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,TAX-01,Conformité & Fiscalité,TAB_TESTS,scenario-navigation,Tests dev,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,TAX-01,Conformité & Fiscalité,PROFILE_SWITCH,dev-reference,Profil de test,SWITCH_TEST_PROFILE,DEV_REFERENCE,PROFILE_CHANGED,,PROFILE_CHANGED
SERVICE_SCENARIO,TAX-01,Conformité & Fiscalité,MODAL_CLOSE,modal,Fermer,CLOSE_MODAL,ANY_VISIBLE_USER,MODAL_CLOSED,,MODAL_CLOSED
SERVICE_SCENARIO,TAX-02,Conformité & Fiscalité,PRIMARY_ACTION,scenario,Ajouter la pièce,UPLOAD_TAX_EVIDENCE,AUTHORIZED_TEST_USER,EVIDENCE_RECEIVED,,TAX_UPLOAD_TAX_EVIDENCE
SERVICE_SCENARIO,TAX-02,Conformité & Fiscalité,SECONDARY_ACTION,scenario,Relancer le contrôle,REVALIDATE_FILING,AUTHORIZED_TEST_USER,VALIDATION_PENDING,,TAX_REVALIDATE_FILING
SERVICE_SCENARIO,TAX-02,Conformité & Fiscalité,TAB_OVERVIEW,scenario-navigation,Situation,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,TAX-02,Conformité & Fiscalité,TAB_WORKFLOW,scenario-navigation,Parcours,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
SERVICE_SCENARIO,TAX-02,Conformité & Fiscalité,TAB_CONTROLS,scenario-navigation,Contrôles & RACI,SWITCH_TAB,ANY_VISIBLE_USER,TAB_ACTIVE,,TAB_CHANGED
